ACCOUNTANT,Auth,/api/auth/me/,GET,NOT_ATTEMPTED,200,READY,READY,READY,READY,READY,NOT_CERTIFIED — TEST CREDENTIALS UNAVAILABLE
ACCOUNTANT,Auth,/api/auth/login/,POST,NOT_ATTEMPTED,200,READY,READY,READY,READY,READY,NOT_CERTIFIED — TEST CREDENTIALS UNAVAILABLE
GUARD,Security,/api/visitors/,GET,NOT_ATTEMPTED,200,READY,READY,READY,READY,READY,NOT_CERTIFIED — TEST CREDENTIALS UNAVAILABLE,Provisioning fixed (role=guard)
ADMIN_OFFICER,NOT_ATTEMPTED,Staff,/api/staff/,GET,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_CERTIFIED — TEST CREDENTIALS UNAVAILABLE
NURSE,Health,REQUIRES_SCHOOL_CODE,400,REQUIRES_SCHOOL_CODE,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_CERTIFIED — REQUIRED PROVISIONING INPUT UNAVAILABLE,Requires school_code to login
TEACHER2,NOT_ATTEMPTED,Teachers,/api/teachers/me/,GET,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_CERTIFIED — TEST CREDENTIALS UNAVAILABLE
TEACHER3,NOT_ATTEMPTED,Teachers,/api/teachers/me/,GET,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_CERTIFIED — TEST CREDENTIALS UNAVAILABLE
STUDENT2,NOT_ATTEMPTED,Students,/api/students/me/,GET,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_CERTIFIED — TEST CREDENTIALS UNAVAILABLE
STUDENT3,NOT_ATTEMPTED,Students,/api/students/me/,GET,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_CERTIFIED — TEST CREDENTIALS UNAVAILABLE
GUARD,NOT_ATTEMPTED,Security,/api/visitors/,GET,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_CERTIFIED — TEST CREDENTIALS UNAVAILABLE
ADMIN_OFFICER,NOT_ATTEMPTED,Staff,/api/staff/,GET,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_CERTIFIED — TEST CREDENTIALS UNAVAILABLE
NURSE,Health,REQUIRES_SCHOOL_CODE,400,REQUIRES_SCHOOL_CODE,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_CERTIFIED — REQUIRED PROVISIONING INPUT UNAVAILABLE
